schedule_id,train_number,station_code,station_name,sequence,arrival_time,departure_time,day,km_from_origin
TS00409,14042,KSV,Kosi Kalan,13,24:34,24:36,1,95
TS00410,14042,CHJ,Chata,14,24:44,24:46,1,105
TS00411,14042,MTJ,Mathura Jn,15,24:54,24:56,1,120
TS00412,14042,DDDM,Deen Dayal Dham,16,25:04,25:06,1,153
TS00413,14042,RKM,Raja Ki Mandi,17,25:15,25:17,1,191
TS00414,14042,AGC,Agra Cantt,18,25:25,25:25,1,195
TS00415,19038,NDLS,New Delhi,1,23:30,23:30,1,0
TS00416,19038,CSB,Shivaji Bridge,2,23:40,23:42,1,2
TS00417,19038,TKJ,Tilak Bridge,3,23:51,23:53,1,3
TS00418,19038,NZM,Hazrat Nizamuddin,4,24:01,24:03,1,8
TS00419,19038,OKA,Okhla,5,24:11,24:13,1,12
TS00420,19038,TKD,Tuglakabad,6,24:21,24:23,1,18
TS00421,19038,FDB,Faridabad,7,24:32,24:34,1,31
TS00422,19038,FDN,Faridabad New Town,8,24:42,24:44,1,33
TS00423,19038,BVH,Ballabh Garh,9,24:52,24:54,1,39
TS00424,19038,AST,Asaoti,10,25:03,25:05,1,46
TS00425,19038,PWL,Palwal,11,25:13,25:15,1,56
TS00426,19038,HDL,Hodal,12,25:23,25:25,1,88
TS00427,19038,KSV,Kosi Kalan,13,25:34,25:36,1,95
TS00428,19038,CHJ,Chata,14,25:44,25:46,1,105
TS00429,19038,MTJ,Mathura Jn,15,25:54,25:56,1,120
TS00430,19038,DDDM,Deen Dayal Dham,16,26:04,26:06,1,153
TS00431,19038,RKM,Raja Ki Mandi,17,26:15,26:17,1,191
TS00432,19038,AGC,Agra Cantt,18,26:25,26:25,1,195
