window_id,section_id,start_hour,start_time,end_time,expected_train_count,traffic_level,is_feasible,window_reason
MW00347,SEC015,10,10:00,11:00,3,MEDIUM,True,AVAILABLE_WITH_CONTROL
MW00348,SEC015,11,11:00,12:00,1,LOW,True,LOW_TRAFFIC
MW00349,SEC015,12,12:00,13:00,1,LOW,True,LOW_TRAFFIC
MW00350,SEC015,13,13:00,14:00,2,LOW,True,LOW_TRAFFIC
MW00351,SEC015,14,14:00,15:00,1,LOW,True,LOW_TRAFFIC
MW00352,SEC015,15,15:00,16:00,1,LOW,True,LOW_TRAFFIC
MW00353,SEC015,16,16:00,17:00,1,LOW,True,LOW_TRAFFIC
MW00354,SEC015,17,17:00,18:00,0,LOW,True,LOW_TRAFFIC
MW00355,SEC015,18,18:00,19:00,1,LOW,True,LOW_TRAFFIC
MW00356,SEC015,19,19:00,20:00,1,LOW,True,LOW_TRAFFIC
MW00357,SEC015,20,20:00,21:00,1,LOW,True,LOW_TRAFFIC
MW00358,SEC015,21,21:00,22:00,0,LOW,True,LOW_TRAFFIC
MW00359,SEC015,22,22:00,23:00,0,LOW,True,LOW_TRAFFIC
MW00360,SEC015,23,23:00,00:00,0,LOW,True,LOW_TRAFFIC
MW00361,SEC016,0,00:00,01:00,0,LOW,True,LOW_TRAFFIC
MW00362,SEC016,1,01:00,02:00,0,LOW,True,LOW_TRAFFIC
MW00363,SEC016,2,02:00,03:00,0,LOW,True,LOW_TRAFFIC
MW00364,SEC016,3,03:00,04:00,2,LOW,True,LOW_TRAFFIC
MW00365,SEC016,4,04:00,05:00,0,LOW,True,LOW_TRAFFIC
MW00366,SEC016,5,05:00,06:00,1,LOW,True,LOW_TRAFFIC
MW00367,SEC016,6,06:00,07:00,1,LOW,True,LOW_TRAFFIC
MW00368,SEC016,7,07:00,08:00,1,LOW,True,LOW_TRAFFIC
MW00369,SEC016,8,08:00,09:00,1,LOW,True,LOW_TRAFFIC
MW00370,SEC016,9,09:00,10:00,0,LOW,True,LOW_TRAFFIC
MW00371,SEC016,10,10:00,11:00,3,MEDIUM,True,AVAILABLE_WITH_CONTROL
MW00372,SEC016,11,11:00,12:00,1,LOW,True,LOW_TRAFFIC
MW00373,SEC016,12,12:00,13:00,0,LOW,True,LOW_TRAFFIC
MW00374,SEC016,13,13:00,14:00,2,LOW,True,LOW_TRAFFIC
MW00375,SEC016,14,14:00,15:00,1,LOW,True,LOW_TRAFFIC
MW00376,SEC016,15,15:00,16:00,1,LOW,True,LOW_TRAFFIC
MW00377,SEC016,16,16:00,17:00,1,LOW,True,LOW_TRAFFIC
MW00378,SEC016,17,17:00,18:00,1,LOW,True,LOW_TRAFFIC
MW00379,SEC016,18,18:00,19:00,1,LOW,True,LOW_TRAFFIC
MW00380,SEC016,19,19:00,20:00,2,LOW,True,LOW_TRAFFIC
MW00381,SEC016,20,20:00,21:00,1,LOW,True,LOW_TRAFFIC
MW00382,SEC016,21,21:00,22:00,0,LOW,True,LOW_TRAFFIC
MW00383,SEC016,22,22:00,23:00,0,LOW,True,LOW_TRAFFIC
MW00384,SEC016,23,23:00,00:00,0,LOW,True,LOW_TRAFFIC
MW00385,SEC017,0,00:00,01:00,0,LOW,True,LOW_TRAFFIC
MW00386,SEC017,1,01:00,02:00,0,LOW,True,LOW_TRAFFIC
MW00387,SEC017,2,02:00,03:00,0,LOW,True,LOW_TRAFFIC
MW00388,SEC017,3,03:00,04:00,2,LOW,True,LOW_TRAFFIC
MW00389,SEC017,4,04:00,05:00,1,LOW,True,LOW_TRAFFIC
MW00390,SEC017,5,05:00,06:00,1,LOW,True,LOW_TRAFFIC
MW00391,SEC017,6,06:00,07:00,1,LOW,True,LOW_TRAFFIC
MW00392,SEC017,7,07:00,08:00,2,LOW,True,LOW_TRAFFIC
MW00393,SEC017,8,08:00,09:00,2,LOW,True,LOW_TRAFFIC
MW00394,SEC017,9,09:00,10:00,0,LOW,True,LOW_TRAFFIC
MW00395,SEC017,10,10:00,11:00,3,MEDIUM,True,AVAILABLE_WITH_CONTROL
MW00396,SEC017,11,11:00,12:00,1,LOW,True,LOW_TRAFFIC
MW00397,SEC017,12,12:00,13:00,0,LOW,True,LOW_TRAFFIC
MW00398,SEC017,13,13:00,14:00,2,LOW,True,LOW_TRAFFIC
MW00399,SEC017,14,14:00,15:00,1,LOW,True,LOW_TRAFFIC
MW00400,SEC017,15,15:00,16:00,1,LOW,True,LOW_TRAFFIC
MW00401,SEC017,16,16:00,17:00,2,LOW,True,LOW_TRAFFIC
MW00402,SEC017,17,17:00,18:00,1,LOW,True,LOW_TRAFFIC
MW00403,SEC017,18,18:00,19:00,1,LOW,True,LOW_TRAFFIC
MW00404,SEC017,19,19:00,20:00,2,LOW,True,LOW_TRAFFIC
MW00405,SEC017,20,20:00,21:00,1,LOW,True,LOW_TRAFFIC
MW00406,SEC017,21,21:00,22:00,1,LOW,True,LOW_TRAFFIC
MW00407,SEC017,22,22:00,23:00,0,LOW,True,LOW_TRAFFIC
MW00408,SEC017,23,23:00,00:00,0,LOW,True,LOW_TRAFFIC
